"fylke_nr,""barnikommune"",""bhgalder"",""enhet"",""tabellvariabel"",""aar"",""tabell_navn"""
"20,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"00,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"01,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"02,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"03,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"04,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"05,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"06,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"07,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"08,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"09,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"10,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"11,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"12,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"14,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"15,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"16,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"17,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"18,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"19,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"20,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"00,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"01,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"02,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"03,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"04,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"05,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"06,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"07,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"08,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"09,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"10,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"11,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"12,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"14,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"15,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"16,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"17,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"18,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"19,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"20,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"00,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"01,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"02,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"03,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"04,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"05,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"06,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"07,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"08,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"09,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"10,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"11,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"12,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"14,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"15,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"16,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"17,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"18,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"19,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"20,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"00,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"01,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"02,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"03,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"04,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"05,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"06,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"07,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"08,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"09,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"10,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"11,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"12,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"14,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"15,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"16,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"17,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"18,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"19,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"20,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"00,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"01,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"02,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"03,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"04,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"05,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"06,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"07,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"08,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"09,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"10,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"11,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"12,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"14,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"15,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"16,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"17,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"18,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"19,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"20,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"00,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"01,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"02,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"03,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"04,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"05,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"06,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"07,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"08,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"09,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"10,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"11,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"12,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"14,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"15,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"16,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"17,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"18,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"19,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"20,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"00,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"01,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"02,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"03,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"04,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"05,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"06,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"07,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"08,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"09,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"10,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"11,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"12,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"14,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"15,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"16,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"17,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"18,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"19,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"20,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"00,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"01,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"02,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"03,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"04,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"05,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"06,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"07,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"08,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"09,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"10,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"11,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"12,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"14,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"15,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"16,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"17,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"18,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"19,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"20,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"00,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"01,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"02,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"03,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"04,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"05,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"06,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"07,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"08,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"09,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"10,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"11,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"12,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"14,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"15,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"16,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"17,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"18,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"19,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"20,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"00,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"01,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"02,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"03,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"04,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"05,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"06,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"07,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"08,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"09,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"10,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"11,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"12,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"14,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"15,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"16,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"17,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"18,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"19,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"20,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"00,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"01,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"02,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"03,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"04,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"05,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"06,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"07,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"08,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"09,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"10,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"11,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"12,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"14,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"15,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"16,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"17,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"18,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"19,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"20,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"00,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"01,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"02,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"03,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"04,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"05,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"06,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"07,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"08,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"09,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"10,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"11,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"12,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"14,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"15,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"16,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"17,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"18,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"19,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"20,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"00,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"01,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"02,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"03,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"04,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"05,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"06,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"07,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"08,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"09,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"10,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"11,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"12,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"14,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"15,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"16,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"17,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"18,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"19,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"20,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"00,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"01,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"02,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"03,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"04,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"05,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"06,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"07,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"08,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"09,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"10,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"11,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"12,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"14,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"15,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"16,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"17,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"18,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"19,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"20,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"00,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"01,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"02,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"03,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"04,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"05,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"06,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"07,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"08,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"09,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"10,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"11,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"12,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"14,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
"15,""alle"",""4"",""prosent"",""100"",2013,""barnehagedeltakelse"""
