"kommune_nr","aar","bosetting","enhet","tabellvariabel","tabell_navn"
"0423",2016,"anmodning","personer","20","bosatt_anmodede"
"0425",2016,"anmodning","personer","30","bosatt_anmodede"
"0426",2016,"anmodning","personer","15","bosatt_anmodede"
"0427",2016,"anmodning","personer","70","bosatt_anmodede"
"0428",2016,"anmodning","personer","25","bosatt_anmodede"
"0429",2016,"anmodning","personer","20","bosatt_anmodede"
"0430",2016,"anmodning","personer","13","bosatt_anmodede"
"0432",2016,"anmodning","personer","15","bosatt_anmodede"
"0434",2016,"anmodning","personer","13","bosatt_anmodede"
"0436",2016,"anmodning","personer","17","bosatt_anmodede"
"0437",2016,"anmodning","personer","27","bosatt_anmodede"
"0438",2016,"anmodning","personer","20","bosatt_anmodede"
"0439",2016,"anmodning","personer","12","bosatt_anmodede"
"0441",2016,"anmodning","personer","13","bosatt_anmodede"
"0501",2016,"anmodning","personer","95","bosatt_anmodede"
"0502",2016,"anmodning","personer","105","bosatt_anmodede"
"0511",2016,"anmodning","personer","15","bosatt_anmodede"
"0512",2016,"anmodning","personer","15","bosatt_anmodede"
"0513",2016,"anmodning","personer","15","bosatt_anmodede"
"0514",2016,"anmodning","personer","15","bosatt_anmodede"
"0515",2016,"anmodning","personer","18","bosatt_anmodede"
"0516",2016,"anmodning","personer","27","bosatt_anmodede"
"0517",2016,"anmodning","personer","25","bosatt_anmodede"
"0519",2016,"anmodning","personer","15","bosatt_anmodede"
"0520",2016,"anmodning","personer","15","bosatt_anmodede"
"0521",2016,"anmodning","personer","25","bosatt_anmodede"
"0522",2016,"anmodning","personer","25","bosatt_anmodede"
"0528",2016,"anmodning","personer","55","bosatt_anmodede"
"0529",2016,"anmodning","personer","50","bosatt_anmodede"
"0532",2016,"anmodning","personer","25","bosatt_anmodede"
"0533",2016,"anmodning","personer","40","bosatt_anmodede"
"0534",2016,"anmodning","personer","50","bosatt_anmodede"
"0536",2016,"anmodning","personer","20","bosatt_anmodede"
"0538",2016,"anmodning","personer","25","bosatt_anmodede"
"0540",2016,"anmodning","personer","15","bosatt_anmodede"
"0541",2016,"anmodning","personer","15","bosatt_anmodede"
"0542",2016,"anmodning","personer","25","bosatt_anmodede"
"0543",2016,"anmodning","personer","15","bosatt_anmodede"
"0544",2016,"anmodning","personer","15","bosatt_anmodede"
"0545",2016,"anmodning","personer","15","bosatt_anmodede"
"0602",2016,"anmodning","personer","230","bosatt_anmodede"
"0604",2016,"anmodning","personer","95","bosatt_anmodede"
"0605",2016,"anmodning","personer","100","bosatt_anmodede"
"0612",2016,"anmodning","personer","25","bosatt_anmodede"
"0615",2016,"anmodning","personer","15","bosatt_anmodede"
"0616",2016,"anmodning","personer","15","bosatt_anmodede"
"0617",2016,"anmodning","personer","15","bosatt_anmodede"
"0618",2016,"anmodning","personer","15","bosatt_anmodede"
"0619",2016,"anmodning","personer","20","bosatt_anmodede"
"0620",2016,"anmodning","personer","20","bosatt_anmodede"
"0621",2016,"anmodning","personer","17","bosatt_anmodede"
"0622",2016,"anmodning","personer","15","bosatt_anmodede"
"0623",2016,"anmodning","personer","50","bosatt_anmodede"
"0624",2016,"anmodning","personer","70","bosatt_anmodede"
"0625",2016,"anmodning","personer","85","bosatt_anmodede"
"0626",2016,"anmodning","personer","90","bosatt_anmodede"
"0627",2016,"anmodning","personer","80","bosatt_anmodede"
"0628",2016,"anmodning","personer","35","bosatt_anmodede"
"0631",2016,"anmodning","personer","15","bosatt_anmodede"
"0632",2016,"anmodning","personer","15","bosatt_anmodede"
"0633",2016,"anmodning","personer","15","bosatt_anmodede"
"0701",2016,"anmodning","personer","70","bosatt_anmodede"
"0702",2016,"anmodning","personer","40","bosatt_anmodede"
"0704",2016,"anmodning","personer","110","bosatt_anmodede"
"0706",2016,"anmodning","personer","110","bosatt_anmodede"
"0709",2016,"anmodning","personer","110","bosatt_anmodede"
"0711",2016,"anmodning","personer","25","bosatt_anmodede"
"0713",2016,"anmodning","personer","35","bosatt_anmodede"
"0714",2016,"anmodning","personer","25","bosatt_anmodede"
"0716",2016,"anmodning","personer","40","bosatt_anmodede"
"0719",2016,"anmodning","personer","25","bosatt_anmodede"
"0720",2016,"anmodning","personer","40","bosatt_anmodede"
"0722",2016,"anmodning","personer","60","bosatt_anmodede"
"0723",2016,"anmodning","personer","25","bosatt_anmodede"
"0728",2016,"anmodning","personer","25","bosatt_anmodede"
"0805",2016,"anmodning","personer","110","bosatt_anmodede"
"0806",2016,"anmodning","personer","150","bosatt_anmodede"
"0807",2016,"anmodning","personer","65","bosatt_anmodede"
"0811",2016,"anmodning","personer","25","bosatt_anmodede"
"0814",2016,"anmodning","personer","60","bosatt_anmodede"
"0815",2016,"anmodning","personer","60","bosatt_anmodede"
"0817",2016,"anmodning","personer","30","bosatt_anmodede"
"0819",2016,"anmodning","personer","35","bosatt_anmodede"
"0821",2016,"anmodning","personer","35","bosatt_anmodede"
"0822",2016,"anmodning","personer","30","bosatt_anmodede"
"0826",2016,"anmodning","personer","35","bosatt_anmodede"
"0827",2016,"anmodning","personer","15","bosatt_anmodede"
"0828",2016,"anmodning","personer","20","bosatt_anmodede"
"0829",2016,"anmodning","personer","20","bosatt_anmodede"
"0830",2016,"anmodning","personer","15","bosatt_anmodede"
"0831",2016,"anmodning","personer","15","bosatt_anmodede"
"0833",2016,"anmodning","personer","15","bosatt_anmodede"
"0834",2016,"anmodning","personer","20","bosatt_anmodede"
"0901",2016,"anmodning","personer","40","bosatt_anmodede"
"0904",2016,"anmodning","personer","90","bosatt_anmodede"
"0906",2016,"anmodning","personer","150","bosatt_anmodede"
"0911",2016,"anmodning","personer","30","bosatt_anmodede"
"0912",2016,"anmodning","personer","25","bosatt_anmodede"
"0914",2016,"anmodning","personer","35","bosatt_anmodede"
"0919",2016,"anmodning","personer","30","bosatt_anmodede"
"0926",2016,"anmodning","personer","50","bosatt_anmodede"
"0928",2016,"anmodning","personer","30","bosatt_anmodede"
"0929",2016,"anmodning","personer","15","bosatt_anmodede"
"0935",2016,"anmodning","personer","15","bosatt_anmodede"
"0937",2016,"anmodning","personer","35","bosatt_anmodede"
"0938",2016,"anmodning","personer","10","bosatt_anmodede"
"0940",2016,"anmodning","personer","10","bosatt_anmodede"
"0941",2016,"anmodning","personer","15","bosatt_anmodede"
"1001",2016,"anmodning","personer","260","bosatt_anmodede"
"1002",2016,"anmodning","personer","75","bosatt_anmodede"
"1003",2016,"anmodning","personer","60","bosatt_anmodede"
"1004",2016,"anmodning","personer","60","bosatt_anmodede"
"1014",2016,"anmodning","personer","75","bosatt_anmodede"
"1017",2016,"anmodning","personer","40","bosatt_anmodede"
"1018",2016,"anmodning","personer","65","bosatt_anmodede"
"1021",2016,"anmodning","personer","25","bosatt_anmodede"
"1026",2016,"anmodning","personer","10","bosatt_anmodede"
"1027",2016,"anmodning","personer","20","bosatt_anmodede"
"1029",2016,"anmodning","personer","35","bosatt_anmodede"
"1032",2016,"anmodning","personer","60","bosatt_anmodede"
"1034",2016,"anmodning","personer","15","bosatt_anmodede"
"1037",2016,"anmodning","personer","40","bosatt_anmodede"
"1046",2016,"anmodning","personer","15","bosatt_anmodede"
"1101",2016,"anmodning","personer","50","bosatt_anmodede"
"1102",2016,"anmodning","personer","170","bosatt_anmodede"
"1103",2016,"anmodning","personer","370","bosatt_anmodede"
"1106",2016,"anmodning","personer","105","bosatt_anmodede"
"1111",2016,"anmodning","personer","25","bosatt_anmodede"
"1112",2016,"anmodning","personer","30","bosatt_anmodede"
"1114",2016,"anmodning","personer","20","bosatt_anmodede"
"1119",2016,"anmodning","personer","55","bosatt_anmodede"
"1120",2016,"anmodning","personer","55","bosatt_anmodede"
"1121",2016,"anmodning","personer","55","bosatt_anmodede"
"1122",2016,"anmodning","personer","45","bosatt_anmodede"
"1124",2016,"anmodning","personer","75","bosatt_anmodede"
"1127",2016,"anmodning","personer","50","bosatt_anmodede"
"1129",2016,"anmodning","personer","20","bosatt_anmodede"
"1130",2016,"anmodning","personer","45","bosatt_anmodede"
"1133",2016,"anmodning","personer","30","bosatt_anmodede"
"1134",2016,"anmodning","personer","30","bosatt_anmodede"
"1135",2016,"anmodning","personer","30","bosatt_anmodede"
"1141",2016,"anmodning","personer","20","bosatt_anmodede"
"1142",2016,"anmodning","personer","35","bosatt_anmodede"
"1144",2016,"anmodning","personer","12","bosatt_anmodede"
"1145",2016,"anmodning","personer","12","bosatt_anmodede"
"1146",2016,"anmodning","personer","45","bosatt_anmodede"
"1149",2016,"anmodning","personer","115","bosatt_anmodede"
"1151",2016,"anmodning","personer","12","bosatt_anmodede"
"1160",2016,"anmodning","personer","35","bosatt_anmodede"
"1201",2016,"anmodning","personer","720","bosatt_anmodede"
"1211",2016,"anmodning","personer","20","bosatt_anmodede"
"1216",2016,"anmodning","personer","25","bosatt_anmodede"
"1219",2016,"anmodning","personer","50","bosatt_anmodede"
"1221",2016,"anmodning","personer","60","bosatt_anmodede"
"1222",2016,"anmodning","personer","25","bosatt_anmodede"
"1223",2016,"anmodning","personer","14","bosatt_anmodede"
"1224",2016,"anmodning","personer","50","bosatt_anmodede"
"1227",2016,"anmodning","personer","15","bosatt_anmodede"
"1228",2016,"anmodning","personer","40","bosatt_anmodede"
"1231",2016,"anmodning","personer","30","bosatt_anmodede"
"1232",2016,"anmodning","personer","15","bosatt_anmodede"
"1233",2016,"anmodning","personer","20","bosatt_anmodede"
"1234",2016,"anmodning","personer","15","bosatt_anmodede"
"1235",2016,"anmodning","personer","60","bosatt_anmodede"
"1238",2016,"anmodning","personer","40","bosatt_anmodede"
"1241",2016,"anmodning","personer","30","bosatt_anmodede"
"1242",2016,"anmodning","personer","25","bosatt_anmodede"
"1243",2016,"anmodning","personer","65","bosatt_anmodede"
"1244",2016,"anmodning","personer","25","bosatt_anmodede"
"1245",2016,"anmodning","personer","35","bosatt_anmodede"
"1246",2016,"anmodning","personer","75","bosatt_anmodede"
"1247",2016,"anmodning","personer","80","bosatt_anmodede"
"1251",2016,"anmodning","personer","25","bosatt_anmodede"
"1252",2016,"anmodning","personer","12","bosatt_anmodede"
"1253",2016,"anmodning","personer","28","bosatt_anmodede"
"1256",2016,"anmodning","personer","35","bosatt_anmodede"
"1259",2016,"anmodning","personer","35","bosatt_anmodede"
"1260",2016,"anmodning","personer","25","bosatt_anmodede"
"1263",2016,"anmodning","personer","55","bosatt_anmodede"
"1264",2016,"anmodning","personer","12","bosatt_anmodede"
"1265",2016,"anmodning","personer","12","bosatt_anmodede"
"1266",2016,"anmodning","personer","19","bosatt_anmodede"
"1401",2016,"anmodning","personer","55","bosatt_anmodede"
"1411",2016,"anmodning","personer","20","bosatt_anmodede"
"1412",2016,"anmodning","personer","15","bosatt_anmodede"
"1413",2016,"anmodning","personer","20","bosatt_anmodede"
"1416",2016,"anmodning","personer","25","bosatt_anmodede"
"1417",2016,"anmodning","personer","20","bosatt_anmodede"
"1418",2016,"anmodning","personer","20","bosatt_anmodede"
"1419",2016,"anmodning","personer","20","bosatt_anmodede"
"1420",2016,"anmodning","personer","45","bosatt_anmodede"
"1421",2016,"anmodning","personer","15","bosatt_anmodede"
"1422",2016,"anmodning","personer","20","bosatt_anmodede"
"1424",2016,"anmodning","personer","20","bosatt_anmodede"
"1426",2016,"anmodning","personer","20","bosatt_anmodede"
"1428",2016,"anmodning","personer","20","bosatt_anmodede"
"1429",2016,"anmodning","personer","20","bosatt_anmodede"
"1430",2016,"anmodning","personer","30","bosatt_anmodede"
"1431",2016,"anmodning","personer","20","bosatt_anmodede"
"1432",2016,"anmodning","personer","55","bosatt_anmodede"
"1433",2016,"anmodning","personer","20","bosatt_anmodede"
"1438",2016,"anmodning","personer","25","bosatt_anmodede"
"1439",2016,"anmodning","personer","25","bosatt_anmodede"
"1441",2016,"anmodning","personer","20","bosatt_anmodede"
"1443",2016,"anmodning","personer","40","bosatt_anmodede"
"1444",2016,"anmodning","personer","15","bosatt_anmodede"
"1445",2016,"anmodning","personer","35","bosatt_anmodede"
"1449",2016,"anmodning","personer","45","bosatt_anmodede"
"1502",2016,"anmodning","personer","95","bosatt_anmodede"
"1504",2016,"anmodning","personer","150","bosatt_anmodede"
"1505",2016,"anmodning","personer","80","bosatt_anmodede"
"1511",2016,"anmodning","personer","20","bosatt_anmodede"
"1514",2016,"anmodning","personer","14","bosatt_anmodede"
"1515",2016,"anmodning","personer","40","bosatt_anmodede"
"1516",2016,"anmodning","personer","32","bosatt_anmodede"
"1517",2016,"anmodning","personer","20","bosatt_anmodede"
"1519",2016,"anmodning","personer","40","bosatt_anmodede"
"1520",2016,"anmodning","personer","40","bosatt_anmodede"
"1523",2016,"anmodning","personer","14","bosatt_anmodede"
"1524",2016,"anmodning","personer","10","bosatt_anmodede"
"1525",2016,"anmodning","personer","17","bosatt_anmodede"
"1526",2016,"anmodning","personer","10","bosatt_anmodede"
"1528",2016,"anmodning","personer","27","bosatt_anmodede"
"1529",2016,"anmodning","personer","17","bosatt_anmodede"
"1531",2016,"anmodning","personer","35","bosatt_anmodede"
"1532",2016,"anmodning","personer","25","bosatt_anmodede"
"1534",2016,"anmodning","personer","40","bosatt_anmodede"
"1535",2016,"anmodning","personer","20","bosatt_anmodede"
"1539",2016,"anmodning","personer","25","bosatt_anmodede"
"1543",2016,"anmodning","personer","17","bosatt_anmodede"
"1545",2016,"anmodning","personer","14","bosatt_anmodede"
"1546",2016,"anmodning","personer","15","bosatt_anmodede"
"1547",2016,"anmodning","personer","24","bosatt_anmodede"
"1548",2016,"anmodning","personer","40","bosatt_anmodede"
"1551",2016,"anmodning","personer","15","bosatt_anmodede"
"1554",2016,"anmodning","personer","20","bosatt_anmodede"
"1557",2016,"anmodning","personer","15","bosatt_anmodede"
"1560",2016,"anmodning","personer","15","bosatt_anmodede"
"1563",2016,"anmodning","personer","40","bosatt_anmodede"
"1566",2016,"anmodning","personer","24","bosatt_anmodede"
"1567",2016,"anmodning","personer","17","bosatt_anmodede"
"1571",2016,"anmodning","personer","17","bosatt_anmodede"
"1573",2016,"anmodning","personer","17","bosatt_anmodede"
"1576",2016,"anmodning","personer","17","bosatt_anmodede"
"1601",2016,"anmodning","personer","650","bosatt_anmodede"
"1612",2016,"anmodning","personer","17","bosatt_anmodede"
"1613",2016,"anmodning","personer","10","bosatt_anmodede"
"1617",2016,"anmodning","personer","20","bosatt_anmodede"
"1620",2016,"anmodning","personer","20","bosatt_anmodede"
"1621",2016,"anmodning","personer","20","bosatt_anmodede"
"1622",2016,"anmodning","personer","10","bosatt_anmodede"
"1624",2016,"anmodning","personer","25","bosatt_anmodede"
"1627",2016,"anmodning","personer","20","bosatt_anmodede"
"1630",2016,"anmodning","personer","17","bosatt_anmodede"
"1632",2016,"anmodning","personer","10","bosatt_anmodede"
"1633",2016,"anmodning","personer","10","bosatt_anmodede"
"1634",2016,"anmodning","personer","27","bosatt_anmodede"
"1635",2016,"anmodning","personer","17","bosatt_anmodede"
"1636",2016,"anmodning","personer","17","bosatt_anmodede"
"1638",2016,"anmodning","personer","48","bosatt_anmodede"
"1640",2016,"anmodning","personer","20","bosatt_anmodede"
"1644",2016,"anmodning","personer","14","bosatt_anmodede"
"1648",2016,"anmodning","personer","25","bosatt_anmodede"
"1653",2016,"anmodning","personer","56","bosatt_anmodede"
"1657",2016,"anmodning","personer","32","bosatt_anmodede"
"1662",2016,"anmodning","personer","25","bosatt_anmodede"
"1663",2016,"anmodning","personer","48","bosatt_anmodede"
"1664",2016,"anmodning","personer","20","bosatt_anmodede"
"1665",2016,"anmodning","personer","15","bosatt_anmodede"
"1702",2016,"anmodning","personer","75","bosatt_anmodede"
"1703",2016,"anmodning","personer","53","bosatt_anmodede"
"1711",2016,"anmodning","personer","20","bosatt_anmodede"
"1714",2016,"anmodning","personer","80","bosatt_anmodede"
"1717",2016,"anmodning","personer","14","bosatt_anmodede"
"1718",2016,"anmodning","personer","17","bosatt_anmodede"
"1719",2016,"anmodning","personer","71","bosatt_anmodede"
"1721",2016,"anmodning","personer","56","bosatt_anmodede"
"1724",2016,"anmodning","personer","17","bosatt_anmodede"
"1725",2016,"anmodning","personer","14","bosatt_anmodede"
"1736",2016,"anmodning","personer","17","bosatt_anmodede"
"1738",2016,"anmodning","personer","14","bosatt_anmodede"
"1739",2016,"anmodning","personer","10","bosatt_anmodede"
"1740",2016,"anmodning","personer","14","bosatt_anmodede"
"1742",2016,"anmodning","personer","17","bosatt_anmodede"
"1743",2016,"anmodning","personer","12","bosatt_anmodede"
"1744",2016,"anmodning","personer","17","bosatt_anmodede"
"1748",2016,"anmodning","personer","10","bosatt_anmodede"
"1749",2016,"anmodning","personer","10","bosatt_anmodede"
"1750",2016,"anmodning","personer","20","bosatt_anmodede"
"1751",2016,"anmodning","personer","56","bosatt_anmodede"
"1755",2016,"anmodning","personer","10","bosatt_anmodede"
"1756",2016,"anmodning","personer","32","bosatt_anmodede"
"1804",2016,"anmodning","personer","140","bosatt_anmodede"
"1805",2016,"anmodning","personer","75","bosatt_anmodede"
"1811",2016,"anmodning","personer","20","bosatt_anmodede"
"1812",2016,"anmodning","personer","20","bosatt_anmodede"
"1813",2016,"anmodning","personer","50","bosatt_anmodede"
"1815",2016,"anmodning","personer","20","bosatt_anmodede"
